label,sentence
1,"A simple tale of an unlikely friendship, but thanks to the gorgeous locales and exceptional lead performances, it has considerable charm."
1,"No Such Thing is sort of a minimalist Beauty and the Beast, but in this case the Beast should definitely get top billing."
1,"It's not particularly well made, but since I found myself howling more than cringing, I'd say the film works."
1,Aniston has at last decisively broken with her Friends image in an independent film of satiric fire and emotional turmoil.
0,"... Blade II is still top-heavy with blazing guns, cheatfully filmed martial arts, disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves."
0,Every joke is repeated at least four times.
1,"A smart and funny, albeit sometimes superficial, cautionary tale of a technology in search of an artist."
1,"If you like an extreme action-packed film with a hint of humor, then Triple X marks the spot."
1,"Stanley Kwan has directed not only one of the best gay love stories ever made, but one of the best love stories of any stripe."
1,"Just about the best straight-up, old-school horror film of the last 15 years."
1,"In the director's cut, the film is not only a love song to the movies but it also is more fully an example of the kind of lush, all-enveloping movie experience it rhapsodizes."
1,Samuel L. Jackson is one of the best actors there is.
1,"It does give a taste of the Burning Man ethos, an appealing blend of counter-cultural idealism and hedonistic creativity."
1,"A plethora of engaging diatribes on the meaning of 'home,' delivered in grand passion by the members of the various households."
0,An imponderably stilted and self-consciously arty movie.
1,This real-life Hollywood fairy-tale is more engaging than the usual fantasies Hollywood produces.
1,Waiting for Godard can be fruitful: 'In Praise of Love' is the director's epitaph for himself.
1,"It's all about Anakin ... and the lustrous polished visuals rich in color and creativity and, of course, special effect."
0,Solondz is so intent on hammering home his message that he forgets to make it entertaining.
0,"...pitiful, slapdash disaster."
0,The crap continues.
1,"While the story's undeniably hard to follow, Iwai's gorgeous visuals seduce."
0,"It's a terrible movie in every regard, and utterly painful to watch."
0,"This is a monumental achievement in practically every facet of inept filmmaking: joyless, idiotic, annoying, heavy-handed, visually atrocious, and often downright creepy."
1,"A rock-solid gangster movie with a fair amount of suspense, intriguing characters and bizarre bank robberies, plus a heavy dose of father-and-son dynamics."
1,"A terrific B movie -- in fact, the best in recent memory."
0,"Unfortunately, the experience of actually watching the movie is less compelling than the circumstances of its making."
1,"I liked About Schmidt a lot, but I have a feeling that I would have liked it much more if Harry & Tonto never existed."
0,What starts off as a potentially incredibly twisting mystery becomes simply a monster chase film.
1,"You may leave the theater with more questions than answers, but darned if your toes won't still be tapping."
0,"Nobody seems to have cared much about any aspect of it, from its cheesy screenplay to the grayish quality of its lighting to its last-minute, haphazard theatrical release."
0,"as in aimless, arduous, and arbitrary."
1,"Aside from Rohmer's bold choices regarding point of view, The Lady and the Duke represents the filmmaker's lifelong concern with formalist experimentation in cinematic art."
1,A fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists.
0,"This is a poster movie, a mediocre tribute to films like Them!"
0,"There is no solace here, no entertainment value, merely a fierce lesson in where filmmaking can take us."
1,"The graphic carnage and re-creation of war-torn Croatia is uncomfortably timely, relevant, and sickeningly real."
1,"The ingenious construction (adapted by David Hare from Michael Cunningham's novel) constantly flows forwards and back, weaving themes among three strands which allow us to view events as if through a prism"
0,"The most horrific movie experience I've had since ""Can't Stop The Music."""
1,But it also has many of the things that made the first one charming.
1,"Weaver and LaPaglia are both excellent, in the kind of low-key way that allows us to forget that they are actually movie folk."
1,"It's never laugh-out-loud funny, but it is frequently amusing."
1,A movie in which laughter and self-exploitation merge into jolly soft-porn 'empowerment.'
1,"Quite simply, a joy to watch and--especially--to listen to."
1,Not to mention absolutely refreshed.
1,You can take the grandkids or the grandparents and never worry about anyone being bored ... audience is a sea of constant smiles and frequent laughter.
1,Arteta paints a picture of lives lived in a state of quiet desperation.
1,There's no reason to miss Interview with the Assassin
1,I like this movie a lot.
0,"Comes off more like a misdemeanor, a flat, unconvincing drama that never catches fire."
1,Close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air.
0,"While the transgressive trappings (especially the frank sex scenes) ensure that the film is never dull, Rodrigues's beast-within metaphor is ultimately rather silly and overwrought, making the ambiguous ending seem goofy rather than provocative."
0,"Blue Crush has all the trappings of an energetic, extreme-sports adventure, but ends up more of a creaky ""Pretty Woman"" retread, with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought."
1,A man leaving the screening said the film was better than Saving Private Ryan.
1,(A) strong piece of work.
1,Daring and beautifully made.
1,A well-crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity.
